Country,Year,GDP
Uruguay,1989,22145177992.9259
United States,1989,8991486398900.0
Uzbekistan,1989,20476379262.8133
St. Vincent and the Grenadines,1989,381031700.791002
"Venezuela, RB",1989,257843845201.444
Vietnam,1989,31214455910.1046
Vanuatu,1989,387871376.91635
World,1989,38489933900856.8
Samoa,1989,371348800.92148
"Yemen, Rep.",1989,12464473641.8714
South Africa,1989,220732317467.811
Zambia,1989,8385212482.54153
Zimbabwe,1989,15268541649.219
Aruba,1990,1801538336.97676
Angola,1990,30261328944.0939
Albania,1990,4038048267.97926
Andorra,1990,2018600970.43982
Arab World,1990,1013233007531.97
United Arab Emirates,1990,131085077658.271
Argentina,1990,239980394235.249
Armenia,1990,3267341064.49481
Antigua and Barbuda,1990,715590002.022208
Australia,1990,612950039053.017
Austria,1990,274784266755.542
Azerbaijan,1990,17426057674.4447
Burundi,1990,1891962014.70775
Belgium,1990,341163625451.89
Benin,1990,3255337130.07533
Burkina Faso,1990,3288098668.1456
Bangladesh,1990,46288404442.7889
Bulgaria,1990,30811149654.799
Bahrain,1990,10555092806.0632
"Bahamas, The",1990,7009557035.5732
Belarus,1990,28943969894.2669
Belize,1990,661343544.753389
Bermuda,1990,3627837777.07534
Bolivia,1990,9964278166.45114
Brazil,1990,1201951669565.71
Barbados,1990,3249171471.60855
Brunei Darussalam,1990,10366299816.6483
Bhutan,1990,441730787.82885
Botswana,1990,5882186484.96478
Central African Republic,1990,1274817593.34965
Canada,1990,1000133607828.78
Central Europe and the Baltics,1990,703944978222.508
Switzerland,1990,427955636280.103
Chile,1990,94389329346.47
China,1990,1033270559644.75
Cote d'Ivoire,1990,17727927848.0866
Cameroon,1990,14737572780.8536
"Congo, Dem. Rep.",1990,19918934416.2505
"Congo, Rep.",1990,6956894357.17029
Colombia,1990,156779948468.366
Comoros,1990,591168266.120947
Cabo Verde,1990,362219240.814581
Costa Rica,1990,17015459543.0154
Caribbean small states,1990,37179152962.6104
Cuba,1990,35312571036.5985
Cyprus,1990,13051154569.5364
Czech Republic,1990,127113232589.373
Germany,1990,2751786253950.05
Dominica,1990,328642095.419358
Denmark,1990,236866276676.609
Dominican Republic,1990,21640873614.8284
Algeria,1990,92521819701.8253
East Asia & Pacific (excluding high income),1990,1813277001308.67
Early-demographic dividend,1990,4324242572365.1
East Asia & Pacific,1990,8253754040065.07
Europe & Central Asia (excluding high income),1990,2067263378150.58
Europe & Central Asia,1990,14771775898705.7
Ecuador,1990,40490851303.0372
"Egypt, Arab Rep.",1990,92330750431.455
Euro area,1990,9340291793675.05
Spain,1990,903694215028.917
Ethiopia,1990,8450777235.35501
European Union,1990,12113425657330.6
Fragile and conflict affected situations,1990,259325642605.833
Finland,1990,152008168119.698
Fiji,1990,2201205463.61083
France,1990,1944524371735.37
"Micronesia, Fed. Sts.",1990,254164437.917243
Gabon,1990,10885760985.9173
United Kingdom,1990,1622822748446.88
Georgia,1990,7338081411.65909
Ghana,1990,13176122942.9543
Guinea,1990,3647194182.70653
"Gambia, The",1990,503597492.489574
Guinea-Bissau,1990,659690791.409824
Equatorial Guinea,1990,289132649.495085
Greece,1990,205207690736.387
Grenada,1990,461841827.778543
Greenland,1990,1438443004.21401
Guatemala,1990,21610437211.1361
Guyana,1990,1271830483.21884
High income,1990,30403342002621.0
"Hong Kong SAR, China",1990,116911069768.356
Honduras,1990,7878842438.7463
Heavily indebted poor countries (HIPC),1990,223000271412.949
Haiti,1990,6327596400.93091
Hungary,1990,89052388474.4702
IBRD only,1990,8439069314141.6
IDA & IBRD total,1990,9100890232059.89
IDA total,1990,666685951515.029
IDA blend,1990,339169025253.709
Indonesia,1990,352757997188.375
IDA only,1990,322672111121.966
Isle of Man,1990,1980006043.00359
India,1990,541049871574.462
Ireland,1990,90002689668.8859
"Iran, Islamic Rep.",1990,269495998150.691
Iraq,1990,33971161752.0081
Iceland,1990,7918175329.58882
Israel,1990,115884921075.742
Italy,1990,1790908141344.95
Jamaica,1990,11062013882.1015
Jordan,1990,10549219358.0342
Japan,1990,4905603627977.37
Kazakhstan,1990,81159668194.6153
Kenya,1990,21901663054.0192
Kyrgyz Republic,1990,3818717157.80783
Kiribati,1990,122922263.972686
St. Kitts and Nevis,1990,405962402.165864
"Korea, Rep.",1990,425189155243.538
Latin America & Caribbean (excluding high income),1990,2848047312587.34
Lao PDR,1990,2166038128.19252
Lebanon,1990,14664294362.3881
St. Lucia,1990,992453358.444568
Latin America & Caribbean,1990,3074124699241.67
Least developed countries: UN classification,1990,269932868521.866
Low income,1990,172772678700.253
Sri Lanka,1990,22508624131.3587
Lower middle income,1990,1899065819960.53
Low & middle income,1990,8755315289966.36
Lesotho,1990,1238332756.14788
Late-demographic dividend,1990,5083945059383.91
Luxembourg,1990,27845863937.758
"Macao SAR, China",1990,8697639132.68331
Morocco,1990,45330392242.2896
Monaco,1990,3753798543.04636
Madagascar,1990,5414275712.05954
Middle East & North Africa,1990,1380059778507.69
Mexico,1990,705682263949.997
Marshall Islands,1990,133397032.920752
Middle income,1990,8586713057805.62
North Macedonia,1990,6744615144.06165
Mali,1990,4405875697.20066
Malta,1990,4738185695.36424
Myanmar,1990,8728758488.44639
Middle East & North Africa (excluding high income),1990,661938412898.519
Mongolia,1990,3187216784.29068
Mozambique,1990,2277201008.60038
Mauritania,1990,2140733548.69127
Mauritius,1990,4481586561.56374
Malawi,1990,3143572711.7413
Malaysia,1990,97570837043.2461
North America,1990,10311967782305.9
Namibia,1990,5824026868.26081
Niger,1990,2937011970.98976
Nigeria,1990,151469389236.051
Nicaragua,1990,4710188558.99628
Netherlands,1990,556156640334.248
Norway,1990,272932196509.031
Nepal,1990,7416446123.91876
New Zealand,1990,83658039301.4315
OECD members,1990,30274487707698.5
Oman,1990,31057681924.5774
Pakistan,1990,90385860526.2192
Panama,1990,11881907174.8476
Peru,1990,59468972009.4987
Philippines,1990,94290648382.7695
Papua New Guinea,1990,8020050058.08388
Poland,1990,216062455153.799
Pre-demographic dividend,1990,413105476300.642
Puerto Rico,1990,65536000403.6773
Portugal,1990,175763983787.003
Paraguay,1990,15769275703.7478
Pacific island small states,1990,4411932272.91537
Post-demographic dividend,1990,29112672132303.6
Romania,1990,99153512866.8714
Russian Federation,1990,1149311538501.39
Rwanda,1990,2693784570.49939
South Asia,1990,713502311365.501
Saudi Arabia,1990,351519121626.667
Sudan,1990,22708983110.0303
Senegal,1990,8365844443.90779
Singapore,1990,78252042324.0719
Solomon Islands,1990,483789608.006826
Sierra Leone,1990,1486923459.01503
El Salvador,1990,12267208404.0216
Sub-Saharan Africa (excluding high income),1990,659956895895.741
Sub-Saharan Africa,1990,660535126012.164
Suriname,1990,2542623802.16948
Slovenia,1990,26578626805.0835
Sweden,1990,314144661806.545
Eswatini,1990,2461124288.65669
Seychelles,1990,577313656.241428
Chad,1990,3610944962.05134
East Asia & Pacific (IDA & IBRD countries),1990,1809641743454.54
Europe & Central Asia (IDA & IBRD countries),1990,2327178225309.37
Togo,1990,2007375377.63386
Thailand,1990,166156532830.725
Tajikistan,1990,4472979042.52389
Turkmenistan,1990,11096839691.0073
Latin America & the Caribbean (IDA & IBRD countries),1990,2952101965413.92
Middle East & North Africa (IDA & IBRD countries),1990,657705588392.605
Tonga,1990,258281571.752458
South Asia (IDA & IBRD),1990,713502311365.501
Sub-Saharan Africa (IDA & IBRD countries),1990,660535126012.164
Trinidad and Tobago,1990,8072792573.07898
Tunisia,1990,20541670811.7927
Turkey,1990,386458154629.762
Tuvalu,1990,22836261.7726032
Tanzania,1990,12974302065.4789
Uganda,1990,5751488908.49356
Ukraine,1990,170185710406.271
Upper middle income,1990,6687820365399.04
Uruguay,1990,23901642364.5889
United States,1990,9308206336700.0
Uzbekistan,1990,18183024785.9047
St. Vincent and the Grenadines,1990,405330484.275883
"Venezuela, RB",1990,273470402498.85
Vietnam,1990,33913272582.3353
Vanuatu,1990,397925067.083257
World,1990,39170126511175.9
Samoa,1990,370606139.152096
"Yemen, Rep.",1990,13487507548.3168
South Africa,1990,216015142271.616
Zambia,1990,8240070980.38398
Zimbabwe,1990,13891995575.6837
Aruba,1991,1933189215.44814
Angola,1991,23003628099.9176
Albania,1991,4424061926.33187
Andorra,1991,1997779424.18469
Arab World,1991,1046302142422.16
United Arab Emirates,1991,132738310796.46
Argentina,1991,259675534967.549
Armenia,1991,2979815090.2181
Antigua and Barbuda,1991,753373665.688466
Australia,1991,637648386215.098
Austria,1991,276231856329.01
Azerbaijan,1991,13400638430.3151
Burundi,1991,1773903584.96368
Belgium,1991,337882064409.106
Benin,1991,3445324207.02456
Burkina Faso,1991,3401912420.09734
Bangladesh,1991,48469311189.3945
Bulgaria,1991,30355078448.626
Bahrain,1991,11913533954.1921
"Bahamas, The",1991,7031132893.131
Belarus,1991,26744227649.0937
Belize,1991,702847428.144437
Bermuda,1991,3736983723.34719
Bolivia,1991,10389682466.0544
Brazil,1991,1258024746134.61
Barbados,1991,3288871161.21965
Brunei Darussalam,1991,10397872753.9421
Bhutan,1991,450505180.615888
Botswana,1991,5994895480.29139
Central African Republic,1991,1279091746.76374
Canada,1991,1026745157865.21
Central Europe and the Baltics,1991,715387754053.772
Switzerland,1991,427416482616.202
Chile,1991,100608438212.434
China,1991,1176560139953.54
Cote d'Ivoire,1991,17693804228.4323
Cameroon,1991,13568578696.4012
"Congo, Dem. Rep.",1991,17236043073.0691
"Congo, Rep.",1991,6888738831.47006
Colombia,1991,165223191394.862
Comoros,1991,608939146.630724
Cabo Verde,1991,393762420.169653
Costa Rica,1991,18221433173.1333
Caribbean small states,1991,38289730586.4193
Cuba,1991,30058702909.8081
Cyprus,1991,13142512715.2318
Czech Republic,1991,127191921081.775
Germany,1991,2725474628466.5
Dominica,1991,335747775.023338
Denmark,1991,236891592128.483
Dominican Republic,1991,23234618574.5331
Algeria,1991,90578860785.6483
East Asia & Pacific (excluding high income),1991,2010695952070.98
Early-demographic dividend,1991,4466199005397.6
East Asia & Pacific,1991,8513842420661.53
Europe & Central Asia (excluding high income),1991,1953767381520.94
Europe & Central Asia,1991,14648330510882.8
Ecuador,1991,41289824101.1892
"Egypt, Arab Rep.",1991,95009072343.6832
Euro area,1991,9279487424226.48
Eritrea,1991,1338123427.62891
Spain,1991,894372683534.068
Ethiopia,1991,9561448857.12287
European Union,1991,12096014730303.0
Fragile and conflict affected situations,1991,276157497215.624
Finland,1991,150891678303.061
Fiji,1991,2248091836.12678
France,1991,1932299801031.77
"Micronesia, Fed. Sts.",1991,274855088.21012
Gabon,1991,11315373531.2553
United Kingdom,1991,1663820881780.44
Georgia,1991,5188023452.84183
Ghana,1991,13815164980.6586
Guinea,1991,3831163929.01115
"Gambia, The",1991,518766358.330093
Guinea-Bissau,1991,673544298.027336
Equatorial Guinea,1991,321033270.674926
Greece,1991,201924367679.307
Grenada,1991,452795198.094421
Greenland,1991,1366119059.04945
Guatemala,1991,22459107604.3773
Guyana,1991,1375803966.81531
High income,1991,30770315816363.1
"Hong Kong SAR, China",1991,124160871755.012
Honduras,1991,8390629841.63444
Heavily indebted poor countries (HIPC),1991,224297173671.719
Haiti,1991,5984242290.5629
Hungary,1991,88539350079.5485
IBRD only,1991,8691207504482.49
IDA & IBRD total,1991,9357457179184.57
IDA total,1991,670050169095.052
IDA blend,1991,337676598080.704
Indonesia,1991,375674596363.268
IDA only,1991,328010013250.896
Isle of Man,1991,2030858001.10622
India,1991,566753940209.102
Ireland,1991,92426110413.8068
"Iran, Islamic Rep.",1991,272298750828.903
Iraq,1991,44260969488.2902
Iceland,1991,8022176560.45835
Israel,1991,120655620986.597
Italy,1991,1775635173596.99
Jamaica,1991,12103735075.3645
Jordan,1991,11037744738.0407
Japan,1991,4880196533162.07
Kazakhstan,1991,73692978719.0607
Kenya,1991,21979019127.026
Kyrgyz Republic,1991,3228369274.14683
Kiribati,1991,123991153.224622
St. Kitts and Nevis,1991,433576524.746145
"Korea, Rep.",1991,454300767866.055
Latin America & Caribbean (excluding high income),1991,2952127601337.19
Lao PDR,1991,2294106357.55325
Lebanon,1991,16243003871.3101
St. Lucia,1991,998241349.352225
Latin America & Caribbean,1991,3189297138868.44
Least developed countries: UN classification,1991,267066851237.444
Low income,1991,171510199838.562
Sri Lanka,1991,24061733433.5711
Lower middle income,1991,1928952301084.44
Low & middle income,1991,8990122843970.47
Lesotho,1991,1281795344.10514
Late-demographic dividend,1991,5253974532873.21
Luxembourg,1991,29015570718.3576
"Macao SAR, China",1991,9148695695.75902
Morocco,1991,44994679123.3821
Monaco,1991,3719491920.5298
Madagascar,1991,5527789241.14197
Middle East & North Africa,1991,1419396696820.75
Mexico,1991,719380656483.057
Marshall Islands,1991,141409186.589029
Middle income,1991,8821219375603.3
North Macedonia,1991,6240841539.55727
Mali,1991,4545637483.9988
Malta,1991,4950491920.5298
Myanmar,1991,9255924021.27763
Middle East & North Africa (excluding high income),1991,680414676695.419
Mongolia,1991,3086220528.18135
Mozambique,1991,2476846450.65243
Mauritania,1991,2266472471.85256
Mauritius,1991,4709343610.80698
Malawi,1991,3448242757.66563
Malaysia,1991,107225416100.09
North America,1991,10594928908388.6
Namibia,1991,5732034072.22958
Niger,1991,2979582134.91216
Nigeria,1991,148386807256.251
Nicaragua,1991,4691680531.56549
Netherlands,1991,563150600476.731
Norway,1991,280697969474.7
Nepal,1991,7701968176.62366
New Zealand,1991,89005156119.0116
OECD members,1991,30634495270815.8
Oman,1991,32934485305.5917
Pakistan,1991,91974615908.344
Panama,1991,12530153664.3796
Peru,1991,62587273352.5239
Philippines,1991,96286128143.7528
Papua New Guinea,1991,9479882503.20838
Poland,1991,224139540188.571
Pre-demographic dividend,1991,412175592148.44
Puerto Rico,1991,68579837637.9702
Portugal,1991,172172638671.916
Paraguay,1991,16547703829.5881
Pacific island small states,1991,4541502366.10077
Post-demographic dividend,1991,29391959015201.4
Romania,1991,100669405976.211
Russian Federation,1991,1049683004138.17
Rwanda,1991,2475353879.9411
South Asia,1991,745062810319.795
Saudi Arabia,1991,346725309733.334
Sudan,1991,23746499591.8242
Senegal,1991,8474665709.36249
Singapore,1991,87221976137.1793
Solomon Islands,1991,503027300.655914
Sierra Leone,1991,1507361956.18282
El Salvador,1991,12981066064.6468
Sub-Saharan Africa (excluding high income),1991,653851880248.003
Sub-Saharan Africa,1991,654466480813.061
Suriname,1991,2372268045.84873
Slovak Republic,1991,41493319725.4483
Slovenia,1991,27334368299.012
Sweden,1991,307655638208.636
Eswatini,1991,2537569618.60234
Seychelles,1991,613087761.58173
Chad,1991,3043671392.72094
East Asia & Pacific (IDA & IBRD countries),1991,2006664908691.09
Europe & Central Asia (IDA & IBRD countries),1991,2220141903179.1
Togo,1991,1704345453.77418
Thailand,1991,179866180005.37
Tajikistan,1991,3739410486.48836
Turkmenistan,1991,11263292305.6718
Latin America & the Caribbean (IDA & IBRD countries),1991,3068950056350.33
Middle East & North Africa (IDA & IBRD countries),1991,676063704064.765
Tonga,1991,267936259.200245
South Asia (IDA & IBRD),1991,745062810319.795
Sub-Saharan Africa (IDA & IBRD countries),1991,654466480813.061
Trinidad and Tobago,1991,8018776325.90687
Tunisia,1991,20991498253.4582
Turkey,1991,416027092939.163
Tuvalu,1991,23774989.9333143
Tanzania,1991,13130746304.6679
Uganda,1991,6230374699.29857
Ukraine,1991,145974909345.229
Upper middle income,1991,6892494063301.01
Uruguay,1991,24536839529.7938
United States,1991,9564446766800.0
Uzbekistan,1991,17764815214.7997
St. Vincent and the Grenadines,1991,422561177.084208
"Venezuela, RB",1991,274223507601.768
Vietnam,1991,36650999734.9207
Vanuatu,1991,400912450.159245
World,1991,39771069899048.3
Samoa,1991,385800945.245097
"Yemen, Rep.",1991,14027273066.0712
South Africa,1991,218679732067.343
Zambia,1991,8800171186.75867
Zimbabwe,1991,14038064161.4557
Aruba,1992,2091786180.15635
Angola,1992,23311730283.7517
Albania,1992,4791385885.98412
Andorra,1992,2045390257.51495
Arab World,1992,1079827632801.27
United Arab Emirates,1992,141892141892.444
Argentina,1992,274830720366.623
Armenia,1992,3140725188.01139
Antigua and Barbuda,1992,803670361.916
Australia,1992,663031927492.837
Austria,1992,282867273580.389
Azerbaijan,1992,10760712656.9963
Burundi,1992,1705963077.72701
Belgium,1992,348785422253.304
Benin,1992,3514933552.72688
Burkina Faso,1992,3446647815.81348
Bangladesh,1992,50354828679.5772
Bulgaria,1992,30906937186.95
Bahrain,1992,11883749942.4451
"Bahamas, The",1992,7252537335.06421
Belarus,1992,23615151971.7791
Belize,1992,703960480.458727
Bermuda,1992,3759391169.27049
Bolivia,1992,10874597044.0412
Brazil,1992,1325134726637.11
Barbados,1992,3413346229.68779
Brunei Darussalam,1992,10724927172.7173
Bhutan,1992,472811961.168546
Botswana,1992,6212385253.8594
Central African Republic,1992,1341766595.26267
Canada,1992,1072894090474.23
Central Europe and the Baltics,1992,745261749765.131
Switzerland,1992,432843636283.607
Chile,1992,105669241836.513
China,1992,1330126636882.84
Cote d'Ivoire,1992,17837337551.104
Cameroon,1992,13856766548.5278
"Congo, Dem. Rep.",1992,16563837944.2344
"Congo, Rep.",1992,6510335189.58292
Colombia,1992,174830361367.88
Comoros,1992,576806749.276505
Cabo Verde,1992,469296454.841725
Costa Rica,1992,19039077529.871
Caribbean small states,1992,39380004516.7068
Cuba,1992,30274202861.8866
Cyprus,1992,13917920794.702
Czech Republic,1992,130892327679.238
Germany,1992,2792449673947.87
Dominica,1992,335861932.61591
Denmark,1992,249523747816.308
Dominican Republic,1992,23838800970.3539
Algeria,1992,89763654164.5903
East Asia & Pacific (excluding high income),1992,2224782064878.91
Early-demographic dividend,1992,4598465829137.34
East Asia & Pacific,1992,8881023753509.38
Europe & Central Asia (excluding high income),1992,1749511830998.57
Europe & Central Asia,1992,14807452309344.2
Ecuador,1992,43048048229.3022
"Egypt, Arab Rep.",1992,98783946374.6233
Euro area,1992,9509934819066.58
Eritrea,1992,1622092104.73348
Spain,1992,915687331433.623
Ethiopia,1992,9866455689.20831
European Union,1992,12440368935477.5
Fragile and conflict affected situations,1992,285017787997.883
Finland,1992,156835695262.809
Fiji,1992,2362744523.3433
France,1992,1977870042656.88
"Micronesia, Fed. Sts.",1992,273385929.609443
Gabon,1992,11735485609.8244
United Kingdom,1992,1728626014990.77
Georgia,1992,4648469337.37306
Ghana,1992,14271065398.603
Guinea,1992,3983264933.90432
"Gambia, The",1992,519567055.796184
Guinea-Bissau,1992,695097715.701948
Equatorial Guinea,1992,374545778.598325
Greece,1992,205962855046.137
Grenada,1992,460463538.539553
Greenland,1992,1447053004.0362
Guatemala,1992,23365049943.2479
Guyana,1992,1493193383.77907
High income,1992,31754145971225.6
"Hong Kong SAR, China",1992,131655258704.19
Honduras,1992,8408409879.82701
Heavily indebted poor countries (HIPC),1992,224431776746.822
Haiti,1992,5269087678.14767
Hungary,1992,91148741570.0527
IBRD only,1992,8919767819651.73
IDA & IBRD total,1992,9590637518477.4
IDA total,1992,673860262089.648
IDA blend,1992,340161553268.042
Indonesia,1992,404000352342.249
IDA only,1992,329232910928.237
Isle of Man,1992,2112166774.4091
India,1992,604493654736.399
Ireland,1992,97745997381.35
"Iran, Islamic Rep.",1992,268182716269.156
Iraq,1992,45967022407.6695
Iceland,1992,8311685516.32348
Israel,1992,129617733787.029
Italy,1992,1813829506032.43
Jamaica,1992,12271176912.1473
Jordan,1992,11588135256.1717
Japan,1992,4928660123396.16
Kazakhstan,1992,64407663403.1418
Kenya,1992,22557679339.9403
Kyrgyz Republic,1992,2579946186.09508
Cambodia,1992,3314947308.86254
Kiribati,1992,126128931.728495
St. Kitts and Nevis,1992,456561068.11255
"Korea, Rep.",1992,496124339459.596
Latin America & Caribbean (excluding high income),1992,3086925158388.11
Lao PDR,1992,2481282920.37532
Lebanon,1992,17559538639.602
St. Lucia,1992,1014198841.57843
Latin America & Caribbean,1992,3335467116190.31
Least developed countries: UN classification,1992,269084894892.934
Low income,1992,171857937134.997
Sri Lanka,1992,25409170950.2098
Lower middle income,1992,1982950423496.13
Low & middle income,1992,9203300608774.52
Lesotho,1992,1358445079.4375
Late-demographic dividend,1992,5430813881698.81
Luxembourg,1992,30124232789.131
"Macao SAR, China",1992,9537820078.39679
Morocco,1992,49758715929.222
Monaco,1992,3801901854.30464
Madagascar,1992,5523830887.64384
Middle East & North Africa,1992,1457437772621.5
Mexico,1992,754925835085.174
Marshall Islands,1992,149720816.831781
Middle income,1992,9033052732462.81
North Macedonia,1992,6131117174.18218
Mali,1992,4717459583.09197
Malta,1992,5230249403.97351
Myanmar,1992,9948078165.27153
Middle East & North Africa (excluding high income),1992,690229157642.779
Mongolia,1992,3152092285.02233
Mozambique,1992,2629392017.40491
Mauritania,1992,2197101821.35944
Mauritius,1992,4904128792.36779
Malawi,1992,3095136432.65485
Malaysia,1992,117103066250.66
North America,1992,11026436416043.5
Namibia,1992,5831191371.21901
Niger,1992,3098901340.03253
Nigeria,1992,145693698761.128
Nicaragua,1992,4848275976.28737
Netherlands,1992,579826010155.08
Norway,1992,294888524869.709
Nepal,1992,8334762090.68654
New Zealand,1992,93560795615.5385
OECD members,1992,31574070954254.8
Oman,1992,34210951625.4876
Pakistan,1992,95412089507.6067
Panama,1992,12887281439.8324
Peru,1992,70290744141.8621
Philippines,1992,100510800776.545
Papua New Guinea,1992,10043187460.2783
Poland,1992,236002802390.66
Pre-demographic dividend,1992,412698171623.696
Puerto Rico,1992,71450561258.2688
Portugal,1992,173833825991.551
Paraguay,1992,17427697093.9059
Pacific island small states,1992,4761931896.61343
Post-demographic dividend,1992,30263997875049.9
Romania,1992,104627669365.45
Russian Federation,1992,917740411958.188
Rwanda,1992,1231536401.26211
South Asia,1992,790472451831.545
Saudi Arabia,1992,348662534026.667
Sudan,1992,23985443577.336
Senegal,1992,8473197163.45474
Singapore,1992,96901528751.3126
Solomon Islands,1992,549274724.603251
Sierra Leone,1992,1478007825.58287
El Salvador,1992,13589850070.9183
Sub-Saharan Africa (excluding high income),1992,661720649808.762
Sub-Saharan Africa,1992,662330191294.69
Suriname,1992,2452925148.36052
Slovak Republic,1992,44068200326.7641
Slovenia,1992,28790603318.003
Sweden,1992,320231800328.106
Eswatini,1992,2598488825.04525
Seychelles,1992,608191048.028002
Chad,1992,3352204941.73449
East Asia & Pacific (IDA & IBRD countries),1992,2220321821645.67
Europe & Central Asia (IDA & IBRD countries),1992,2024732887087.94
Togo,1992,1959697551.5018
Thailand,1992,194249907286.591
Tajikistan,1992,2942916127.16488
Turkmenistan,1992,9314758452.222
Latin America & the Caribbean (IDA & IBRD countries),1992,3211095981683.85
Middle East & North Africa (IDA & IBRD countries),1992,685815425434.108
Tonga,1992,281205874.185381
South Asia (IDA & IBRD),1992,790472451831.545
Sub-Saharan Africa (IDA & IBRD countries),1992,662330191294.69
Trinidad and Tobago,1992,8304820559.82867
Tunisia,1992,21658694425.0384
Turkey,1992,396606335166.812
Tuvalu,1992,26219887.9348359
Tanzania,1992,13336591994.0275
Uganda,1992,6629345200.48067
Ukraine,1992,112496957167.7
Upper middle income,1992,7050297144658.13
Uruguay,1992,26323450891.4153
United States,1992,9949782934400.0
Uzbekistan,1992,16841044825.0632
St. Vincent and the Grenadines,1992,417288724.618107
"Venezuela, RB",1992,267780604549.582
Vietnam,1992,39890574620.3549
Vanuatu,1992,437220634.090318
World,1992,40968946487907.4
Samoa,1992,375993513.200696
"Yemen, Rep.",1992,14970179224.8209
South Africa,1992,225677485788.197
Zambia,1992,8041117529.34064
Zimbabwe,1992,15334507303.0094
Aruba,1993,2145066958.3561
Angola,1993,26808489833.043
Albania,1993,5429710284.36621
Andorra,1993,2101791877.24365
Arab World,1993,1109510377946.21
United Arab Emirates,1993,151381727243.022
Argentina,1993,267011210297.951
Armenia,1993,3357435176.22065
Antigua and Barbuda,1993,768634400.789226
Australia,1993,688454667518.61
Austria,1993,290414126234.635
Azerbaijan,1993,9490948466.69312
Burundi,1993,1570850801.9071
Belgium,1993,357103107688.388
Benin,1993,3727418268.32545
Burkina Faso,1993,3643671090.83705
Bangladesh,1993,52933639390.898
Bulgaria,1993,31790934141.0586
Bahrain,1993,12350780310.4502
"Bahamas, The",1993,7570107965.2358
Bosnia and Herzegovina,1993,3332270264.77958
Belarus,1993,21159176050.6458
Belize,1993,708495663.950814
Bermuda,1993,3924772345.29896
Bolivia,1993,11383340336.3661
Brazil,1993,1383662367610.28
Barbados,1993,3482407148.07376
Brunei Darussalam,1993,11205265273.194
Bhutan,1993,506259233.805762
Botswana,1993,6649141424.18378
Central African Republic,1993,1438374401.39715
Canada,1993,1101776566936.51
Central Europe and the Baltics,1993,785667244733.909
Switzerland,1993,434925036081.259
Chile,1993,115108987852.776
China,1993,1475765226704.89
Cote d'Ivoire,1993,19108380690.5847
Cameroon,1993,14337567546.2407
"Congo, Dem. Rep.",1993,16679784616.0131
"Congo, Rep.",1993,6769793164.98691
Colombia,1993,183925801810.802
Comoros,1993,597630663.637095
Cabo Verde,1993,535991159.978501
Costa Rica,1993,19823772424.0858
Caribbean small states,1993,40510741156.3386
Cuba,1993,31018100929.5548
Cyprus,1993,15096516556.2914
Czech Republic,1993,139035670807.535
Germany,1993,2840972414088.64
Dominica,1993,346039117.138171
Denmark,1993,257078297142.197
Dominican Republic,1993,25194139488.0514
Algeria,1993,93174668346.0474
East Asia & Pacific (excluding high income),1993,2441181662556.23
Early-demographic dividend,1993,4726650203949.47
East Asia & Pacific,1993,9335004669408.46
Europe & Central Asia (excluding high income),1993,1727107847062.72
Europe & Central Asia,1993,15126041907756.6
Ecuador,1993,44017726512.0244
"Egypt, Arab Rep.",1993,103369950362.624
Euro area,1993,9745641463926.36
Eritrea,1993,1668457645.41958
Spain,1993,940937354958.39
Ethiopia,1993,10471023887.6987
European Union,1993,12773347744184.4
Fragile and conflict affected situations,1993,295533826563.891
Finland,1993,163433977903.956
Fiji,1993,2421813101.87764
France,1993,2019537736636.02
"Micronesia, Fed. Sts.",1993,292752623.143343
Gabon,1993,12319190798.347
United Kingdom,1993,1771069041160.31
Georgia,1993,4769329349.71666
Ghana,1993,14857951393.3795
Guinea,1993,4166800764.82937
"Gambia, The",1993,524148847.072996
Guinea-Bissau,1993,725682015.248673
Equatorial Guinea,1993,440039841.242576
Greece,1993,210287497825.875
Grenada,1993,470268995.165715
Greenland,1993,1501008943.65321
Guatemala,1993,24521280539.7157
Guyana,1993,1568322610.63589
High income,1993,32666877810992.3
"Hong Kong SAR, China",1993,134780414591.168
Honduras,1993,8928831975.74018
Heavily indebted poor countries (HIPC),1993,235579017656.648
Haiti,1993,5790606564.2849
Hungary,1993,92506425296.0529
IBRD only,1993,9252016902312.29
IDA & IBRD total,1993,9945195741930.92
IDA total,1993,696090955243.639
IDA blend,1993,346569055417.499
Indonesia,1993,437209211196.909
IDA only,1993,345568744996.536
Isle of Man,1993,2202586545.67208
India,1993,650280977288.723
Ireland,1993,107163259600.323
"Iran, Islamic Rep.",1993,274304418738.507
Iraq,1993,46941533227.6609
Iceland,1993,8321375587.24514
Israel,1993,138176295348.324
Italy,1993,1866191802602.73
Jamaica,1993,12559544298.0666
Jordan,1993,12305016974.9286
Japan,1993,5063810899979.07
Kazakhstan,1993,59126235001.9985
Kenya,1993,23551619534.8549
Kyrgyz Republic,1993,2440014495.994
Cambodia,1993,3643242084.68339
Kiribati,1993,126128931.728495
St. Kitts and Nevis,1993,481138230.203925
"Korea, Rep.",1993,543606435992.564
Kuwait,1993,66799057920.4466
Latin America & Caribbean (excluding high income),1993,3124143754288.64
Lao PDR,1993,2655748233.09473
Lebanon,1993,18691929153.9635
St. Lucia,1993,1031929302.24368
Latin America & Caribbean,1993,3386116442070.42
Least developed countries: UN classification,1993,285280821182.357
Low income,1993,179188643943.32
Sri Lanka,1993,26806697009.2292
